order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-edcfe557,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL3797,AC7421,2025-06-08,2025-07-22,False,1093.72,2025-06-16,2025-07-08T16:29:04.648508
ORD-add50581,S004,Morris Inc Aircraft Maintenance,Maintenance,FL3797,AC7421,2025-06-26,2025-07-14,False,5574.95,2025-06-16,2025-07-08T16:29:04.648538
ORD-25950ebd,S007,Payne-Cunningham CloudCatering,Catering,FL3797,AC7421,2025-06-10,2025-07-20,False,4149.24,2025-06-16,2025-07-08T16:29:04.648567
ORD-e23883c8,S001,Reed-Houston AeroFuel,Fuel,FL5617,AC7979,2025-06-14,2025-07-22,True,903.48,2025-06-16,2025-07-08T16:29:04.648637
ORD-b4359bce,S005,Zamora-Robinson AeroTech,Maintenance,FL5617,AC7979,2025-06-24,2025-07-21,True,4643.68,2025-06-16,2025-07-08T16:29:04.648667
ORD-2e2c43a9,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL5617,AC7979,2025-06-10,2025-07-09,True,1981.2,2025-06-16,2025-07-08T16:29:04.648697
ORD-429820cd,S003,Barker LLC Fuel Systems,Fuel,FL7802,AC4674,2025-06-09,2025-07-21,False,7833.96,2025-06-16,2025-07-08T16:29:04.648766
ORD-6548ac24,S005,Zamora-Robinson AeroTech,Maintenance,FL7802,AC4674,2025-07-02,2025-07-12,False,21378.53,2025-06-16,2025-07-08T16:29:04.648796
ORD-2a006763,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL7802,AC4674,2025-06-08,2025-07-15,False,18392.07,2025-06-16,2025-07-08T16:29:04.648825
ORD-3735bf86,S001,Reed-Houston AeroFuel,Fuel,FL3908,AC2808,2025-06-12,2025-07-14,False,1920.49,2025-06-16,2025-07-08T16:29:04.648893
ORD-117d2d73,S006,Pratt-Stone Avionics Services,Maintenance,FL3908,AC2808,2025-06-18,2025-07-20,False,8106.12,2025-06-16,2025-07-08T16:29:04.648922
ORD-169aa720,S008,Robinson Inc JetBites,Catering,FL3908,AC2808,2025-06-22,2025-07-10,False,6213.39,2025-06-16,2025-07-08T16:29:04.648951
ORD-ae94b45c,S001,Reed-Houston AeroFuel,Fuel,FL6566,AC7608,2025-06-27,2025-07-22,False,874.23,2025-06-16,2025-07-08T16:29:04.649018
ORD-358cd795,S006,Pratt-Stone Avionics Services,Maintenance,FL6566,AC7608,2025-06-23,2025-07-14,False,4574.61,2025-06-16,2025-07-08T16:29:04.649047
ORD-dae8dcdb,S007,Payne-Cunningham CloudCatering,Catering,FL6566,AC7608,2025-06-15,2025-07-10,False,4927.8,2025-06-16,2025-07-08T16:29:04.649076
ORD-4e61169f,S003,Barker LLC Fuel Systems,Fuel,FL8036,AC2808,2025-06-23,2025-07-10,False,1094.37,2025-06-16,2025-07-08T16:29:04.649144
ORD-de538c91,S006,Pratt-Stone Avionics Services,Maintenance,FL8036,AC2808,2025-07-06,2025-07-17,False,5421.31,2025-06-16,2025-07-08T16:29:04.649173
ORD-bf367093,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL8036,AC2808,2025-07-07,2025-07-19,False,3807.07,2025-06-16,2025-07-08T16:29:04.649202
ORD-02dc4f58,S003,Barker LLC Fuel Systems,Fuel,FL8188,AC4266,2025-06-28,2025-07-15,False,3763.08,2025-06-16,2025-07-08T16:29:04.649269
ORD-c37c7448,S006,Pratt-Stone Avionics Services,Maintenance,FL8188,AC4266,2025-06-16,2025-07-19,False,21538.7,2025-06-16,2025-07-08T16:29:04.649299
ORD-91162681,S007,Payne-Cunningham CloudCatering,Catering,FL8188,AC4266,2025-06-25,2025-07-18,False,19939.8,2025-06-16,2025-07-08T16:29:04.649328
