order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-218bbfad,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6088,AC7421,2025-06-24,2025-07-22,False,1397.36,2025-06-24,2025-07-08T16:29:04.658411
ORD-8193ccc2,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6088,AC7421,2025-07-05,2025-07-14,False,5912.65,2025-06-24,2025-07-08T16:29:04.658438
ORD-a540ff05,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL6088,AC7421,2025-06-24,2025-07-18,False,5375.44,2025-06-24,2025-07-08T16:29:04.658465
ORD-74cec1bc,S001,Reed-Houston AeroFuel,Fuel,FL7587,AC9250,2025-06-21,2025-07-21,True,1474.69,2025-06-24,2025-07-08T16:29:04.658528
ORD-89eff772,S006,Pratt-Stone Avionics Services,Maintenance,FL7587,AC9250,2025-06-23,2025-07-13,True,5490.55,2025-06-24,2025-07-08T16:29:04.658555
ORD-92e81d59,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL7587,AC9250,2025-06-15,2025-07-12,True,5099.45,2025-06-24,2025-07-08T16:29:04.658581
ORD-9183b67b,S001,Reed-Houston AeroFuel,Fuel,FL8298,AC7608,2025-06-20,2025-07-11,False,1972.79,2025-06-24,2025-07-08T16:29:04.658656
ORD-b31a555f,S004,Morris Inc Aircraft Maintenance,Maintenance,FL8298,AC7608,2025-06-10,2025-07-21,False,9546.47,2025-06-24,2025-07-08T16:29:04.658683
ORD-023680b2,S007,Payne-Cunningham CloudCatering,Catering,FL8298,AC7608,2025-06-25,2025-07-11,False,6457.51,2025-06-24,2025-07-08T16:29:04.658710
ORD-a9a61293,S003,Barker LLC Fuel Systems,Fuel,FL6829,AC4686,2025-06-26,2025-07-17,False,8245.8,2025-06-24,2025-07-08T16:29:04.658783
ORD-6d5a1ddc,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6829,AC4686,2025-06-11,2025-07-13,False,18930.91,2025-06-24,2025-07-08T16:29:04.658814
ORD-d1ab08af,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL6829,AC4686,2025-06-30,2025-07-13,False,16510.71,2025-06-24,2025-07-08T16:29:04.658840
ORD-43bfa69f,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL2511,AC2907,2025-07-02,2025-07-19,False,3391.06,2025-06-24,2025-07-08T16:29:04.658906
ORD-c8b803c0,S006,Pratt-Stone Avionics Services,Maintenance,FL2511,AC2907,2025-07-01,2025-07-10,False,22041.96,2025-06-24,2025-07-08T16:29:04.658934
ORD-df93a28b,S008,Robinson Inc JetBites,Catering,FL2511,AC2907,2025-06-16,2025-07-13,False,11120.48,2025-06-24,2025-07-08T16:29:04.658962
ORD-e2d6a867,S001,Reed-Houston AeroFuel,Fuel,FL2981,AC9894,2025-06-29,2025-07-15,False,952.12,2025-06-24,2025-07-08T16:29:04.659026
ORD-a3a80662,S005,Zamora-Robinson AeroTech,Maintenance,FL2981,AC9894,2025-07-04,2025-07-20,False,10768.53,2025-06-24,2025-07-08T16:29:04.659054
ORD-4baa71cd,S008,Robinson Inc JetBites,Catering,FL2981,AC9894,2025-06-10,2025-07-15,False,6384.37,2025-06-24,2025-07-08T16:29:04.659081
ORD-a799b075,S001,Reed-Houston AeroFuel,Fuel,FL9886,AC5682,2025-06-24,2025-07-16,True,2081.03,2025-06-24,2025-07-08T16:29:04.659144
ORD-30f0fba1,S005,Zamora-Robinson AeroTech,Maintenance,FL9886,AC5682,2025-06-21,2025-07-13,True,6207.81,2025-06-24,2025-07-08T16:29:04.659171
ORD-6a682c1e,S007,Payne-Cunningham CloudCatering,Catering,FL9886,AC5682,2025-07-01,2025-07-22,True,5117.59,2025-06-24,2025-07-08T16:29:04.659198
ORD-32689375,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL3145,AC7459,2025-06-22,2025-07-10,False,2692.9,2025-06-24,2025-07-08T16:29:04.659274
ORD-a0239119,S004,Morris Inc Aircraft Maintenance,Maintenance,FL3145,AC7459,2025-06-22,2025-07-20,False,9296.01,2025-06-24,2025-07-08T16:29:04.659336
ORD-4fbbeed2,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL3145,AC7459,2025-07-07,2025-07-22,False,6079.76,2025-06-24,2025-07-08T16:29:04.659385
