order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-0f5349f7,S004,Morris Inc Aircraft Maintenance,Maintenance,FL8221,AC5682,2025-06-08,2025-07-14,False,8840.13,2025-06-20,2025-07-08T16:29:04.653408
ORD-9a2b44a7,S008,Robinson Inc JetBites,Catering,FL8221,AC5682,2025-07-07,2025-07-14,False,6748.82,2025-06-20,2025-07-08T16:29:04.653436
ORD-92c5accb,S003,Barker LLC Fuel Systems,Fuel,FL9497,AC5682,2025-06-14,2025-07-13,False,1180.81,2025-06-20,2025-07-08T16:29:04.653503
ORD-c56b41e3,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9497,AC5682,2025-06-10,2025-07-20,False,5250.85,2025-06-20,2025-07-08T16:29:04.653531
ORD-9e48b084,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL9497,AC5682,2025-07-06,2025-07-21,False,4375.38,2025-06-20,2025-07-08T16:29:04.653559
ORD-67f24c70,S001,Reed-Houston AeroFuel,Fuel,FL5592,AC7432,2025-06-23,2025-07-20,False,1219.67,2025-06-20,2025-07-08T16:29:04.653625
ORD-54c75ca7,S006,Pratt-Stone Avionics Services,Maintenance,FL5592,AC7432,2025-06-29,2025-07-17,False,6169.9,2025-06-20,2025-07-08T16:29:04.653653
ORD-e5261773,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL5592,AC7432,2025-06-08,2025-07-20,False,4383.82,2025-06-20,2025-07-08T16:29:04.653680
ORD-c71d33d3,S001,Reed-Houston AeroFuel,Fuel,FL7499,AC4266,2025-06-29,2025-07-18,False,3846.33,2025-06-20,2025-07-08T16:29:04.653746
ORD-32d61eb3,S005,Zamora-Robinson AeroTech,Maintenance,FL7499,AC4266,2025-07-06,2025-07-20,False,19653.44,2025-06-20,2025-07-08T16:29:04.653775
ORD-23cc7350,S007,Payne-Cunningham CloudCatering,Catering,FL7499,AC4266,2025-06-16,2025-07-14,False,20317.67,2025-06-20,2025-07-08T16:29:04.653804
ORD-71a3bbab,S003,Barker LLC Fuel Systems,Fuel,FL1823,AC2907,2025-06-17,2025-07-16,False,4850.32,2025-06-20,2025-07-08T16:29:04.653869
ORD-18d30b71,S004,Morris Inc Aircraft Maintenance,Maintenance,FL1823,AC2907,2025-06-09,2025-07-22,False,23623.96,2025-06-20,2025-07-08T16:29:04.653897
ORD-6abc7954,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL1823,AC2907,2025-06-24,2025-07-20,False,13087.13,2025-06-20,2025-07-08T16:29:04.653925
ORD-e29a1884,S003,Barker LLC Fuel Systems,Fuel,FL3823,AC7421,2025-06-24,2025-07-20,False,866.33,2025-06-20,2025-07-08T16:29:04.653990
ORD-1d0ad752,S004,Morris Inc Aircraft Maintenance,Maintenance,FL3823,AC7421,2025-06-22,2025-07-17,False,4255.14,2025-06-20,2025-07-08T16:29:04.654018
ORD-6edaa777,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL3823,AC7421,2025-07-01,2025-07-11,False,5276.45,2025-06-20,2025-07-08T16:29:04.654046
ORD-96f6a1da,S003,Barker LLC Fuel Systems,Fuel,FL3069,AC2808,2025-07-06,2025-07-16,False,1316.78,2025-06-20,2025-07-08T16:29:04.654110
ORD-4d24c15c,S004,Morris Inc Aircraft Maintenance,Maintenance,FL3069,AC2808,2025-07-05,2025-07-11,False,6286.81,2025-06-20,2025-07-08T16:29:04.654138
ORD-98ae6f07,S007,Payne-Cunningham CloudCatering,Catering,FL3069,AC2808,2025-06-11,2025-07-17,False,4015.14,2025-06-20,2025-07-08T16:29:04.654165
